Distance_m,RSSI_dBm,Timestamp,RSSI_filtered
0.25,-55,1770628379.19958,-54.09185025545772
0.25,-55,1770628379.19964,-54.10102494952979
0.25,-54,1770628379.19971,-54.10001453542985
0.25,-55,1770628379.19977,-54.108926764208384
0.25,-55,1770628379.19983,-54.11766425831623
0.25,-55,1770628379.1999,-54.12623210710653
0.25,-55,1770628379.19996,-54.13463520418829
0.25,-55,1770628379.20002,-54.14287825674755
0.25,-55,1770628379.22187,-54.15096579434088
0.25,-55,1770628379.3218,-54.15890217719583
0.25,-55,1770628379.42078,-54.166691604050236
0.25,-55,1770628379.52169,-54.17433811955998
0.25,-54,1770628379.62166,-54.172752914081286
0.25,-55,1770628379.72249,-54.180207091965876
0.25,-55,1770628379.8212,-54.18752817321465
0.25,-55,1770628379.92135,-54.19471969136265
0.25,-55,1770628380.02171,-54.20178505596135
0.25,-55,1770628380.12104,-54.208727557969276
0.25,-54,1770628380.22153,-54.20692778606619
0.25,-55,1770628380.32148,-54.213707700553606
0.25,-54,1770628380.42161,-54.21189620529589
0.25,-54,1770628380.52217,-54.21011515180441
0.25,-54,1770628380.62407,-54.20836377903581
0.25,-55,1770628380.72341,-54.21490779711898
0.25,-55,1770628380.82463,-54.22134454929834
0.25,-54,1770628380.92387,-54.21954455370865
0.25,-55,1770628381.02559,-54.225840136375844
0.25,-55,1770628381.12497,-54.23203500261408
0.25,-54,1770628381.22488,-54.23019297531665
0.25,-54,1770628381.3256,-54.228379952490165
0.25,-54,1770628381.42671,-54.226595254343046
0.25,-54,1770628381.52557,-54.224838222162475
0.25,-54,1770628381.62625,-54.223108217503714
0.25,-54,1770628381.72704,-54.2214046214165
0.25,-55,1770628381.82577,-54.227304759131805
0.25,-55,1770628381.92674,-54.233116185829566
0.25,-55,1770628382.02706,-54.23884088757539
0.25,-55,1770628382.12669,-54.24448079158856
0.25,-54,1770628382.22622,-54.24268259231591
0.25,-54,1770628382.32591,-54.24091064009066
0.25,-55,1770628382.42558,-54.246413009568386
0.25,-54,1770628382.52663,-54.244639691003954
0.25,-54,1770628382.6266,-54.242891701493406
0.25,-54,1770628382.72579,-54.24116850212121
0.25,-55,1770628382.82657,-54.2465141581172
0.25,-54,1770628382.92577,-54.24478970303704
0.25,-55,1770628383.02607,-54.25003600803468
0.25,-55,1770628383.12569,-54.25520996267273
0.25,-54,1770628383.22675,-54.253461336106774
0.25,-55,1770628383.32664,-54.258541636420695
0.25,-54,1770628383.42574,-54.25679410368861
0.25,-55,1770628383.52581,-54.26178388554426
0.25,-55,1770628383.62579,-54.26670714924429
0.25,-55,1770628383.72558,-54.27156521634025
0.25,-54,1770628383.8259,-54.269777923387934
0.25,-55,1770628383.92712,-54.27455245655336
0.25,-55,1770628384.02715,-54.27926499484907
0.25,-55,1770628384.1278,-54.28391673817469
0.25,-55,1770628384.22772,-54.288508855663196
0.25,-55,1770628384.328,-54.293042486660774
0.25,-55,1770628384.42967,-54.29751874166942
0.25,-55,1770628384.52866,-54.301938703253995
0.25,-55,1770628384.62865,-54.30630342691526
0.25,-55,1770628384.72874,-54.310613941930356
0.25,-55,1770628384.82794,-54.31487125216223
0.25,-54,1770628384.92797,-54.312938680683004
0.25,-54,1770628385.02795,-54.311029671950735
0.25,-54,1770628385.12882,-54.30914379755222
0.25,-55,1770628385.22971,-54.313307472766
0.25,-55,1770628385.32798,-54.317421295010824
0.25,-54,1770628385.4277,-54.315531003152586
0.25,-55,1770628385.52848,-54.31958302326117
0.25,-55,1770628385.62797,-54.32358738384457
0.25,-55,1770628385.72888,-54.32754492103407
0.25,-55,1770628385.82909,-54.33145645151605
0.25,-54,1770628385.92783,-54.32953957230369
0.25,-55,1770628386.02926,-54.33339471782862
0.25,-54,1770628386.12938,-54.331488642516085
0.25,-55,1770628386.22771,-54.33528894392089
0.25,-54,1770628386.32966,-54.33339367679049
0.25,-54,1770628386.4276,-54.331519699260895
0.25,-54,1770628386.52874,-54.32966665452345
0.25,-54,1770628386.63165,-54.3278341936986
0.25,-57,1770628386.72881,-54.34260552409908
0.25,-54,1770628386.82873,-54.34072204686857
0.25,-55,1770628386.93022,-54.34432665032578
0.25,-55,1770628387.02952,-54.34789208419573
0.25,-55,1770628387.13017,-54.35141898366034
0.25,-55,1770628387.22873,-54.354907970241726
0.25,-55,1770628387.32915,-54.35835965216743
0.25,-55,1770628387.42906,-54.36177462472398
0.25,-55,1770628387.52982,-54.365153470599246
0.25,-55,1770628387.63153,-54.36849676021401
0.25,-55,1770628387.73049,-54.371805052043065
0.25,-54,1770628387.82985,-54.36986738829085
0.25,-54,1770628387.93153,-54.367949797816415
0.25,-54,1770628388.03064,-54.36605197020854
0.25,-54,1770628388.13241,-54.36417360142338
0.25,-54,1770628388.23057,-54.3623143936221
0.25,-55,1770628388.33087,-54.36555345191606
0.25,-55,1770628388.4302,-54.368759802979696
0.25,-54,1770628388.53076,-54.366905526104006
0.25,-54,1770628388.63052,-54.36506978590753
0.25,-55,1770628388.7314,-54.36823075163736
0.25,-55,1770628388.83147,-54.37136043116201
0.25,-54,1770628388.92982,-54.36952982354952
0.25,-55,1770628389.03144,-54.37262248932576
0.25,-55,1770628389.13077,-54.375684993164874
0.25,-55,1770628389.23148,-54.37871777431798
0.25,-54,1770628389.33083,-54.3768869240064
0.25,-55,1770628389.43079,-54.379884802432244
0.25,-55,1770628389.52981,-54.38285400331715
0.25,-55,1770628389.6315,-54.38579493633989
0.25,-55,1770628389.73064,-54.38870800341281
0.25,-54,1770628389.83102,-54.386873112635335
0.25,-55,1770628389.93499,-54.389753801922375
0.25,-55,1770628390.02997,-54.39260757900617
0.25,-55,1770628390.13259,-54.39543481940546
0.25,-54,1770628390.23105,-54.393602690221485
0.25,-54,1770628390.33062,-54.391787440489466
0.25,-55,1770628390.43079,-54.394579599086384
0.25,-55,1770628390.53,-54.39734626856395
0.25,-54,1770628390.63127,-54.39553870339175
0.25,-54,1770628390.73192,-54.39374748971225
0.25,-55,1770628390.82976,-54.396480582990065
0.25,-54,1770628390.93162,-54.3947011806951
0.25,-54,1770628391.03077,-54.39293765937157
0.25,-54,1770628391.13316,-54.39118980727339
0.25,-55,1770628391.2315,-54.39388593380978
0.25,-54,1770628391.33047,-54.392149274314654
0.25,-55,1770628391.43138,-54.39481757908513
0.25,-54,1770628391.53073,-54.393091989014636
0.25,-55,1770628391.63126,-54.395733029001406
0.25,-55,1770628391.73083,-54.39835121286671
0.25,-55,1770628391.83095,-54.40094683616352
0.25,-54,1770628391.93159,-54.399224488483654
0.25,-55,1770628392.03254,-54.401794231444704
0.25,-55,1770628392.13267,-54.40434211417757
0.25,-55,1770628392.23273,-54.4068684145662
0.25,-55,1770628392.33385,-54.409373405804516
0.25,-55,1770628392.43554,-54.411857356494956
0.25,-54,1770628392.53468,-54.410132474876164
0.25,-54,1770628392.63559,-54.40842196046677
0.25,-55,1770628392.73551,-54.41087900081494
0.25,-55,1770628392.83546,-54.41331574481786
0.25,-54,1770628392.9359,-54.41161319456204
0.25,-55,1770628393.03628,-54.41402699228519
0.25,-55,1770628393.13559,-54.41642109525798
0.25,-54,1770628393.23581,-54.41472663084127
0.25,-54,1770628393.33619,-54.41304587990433
0.25,-55,1770628393.43677,-54.41541504013686
0.25,-55,1770628393.53623,-54.41776518066741
0.25,-55,1770628393.63669,-54.42009652973213
0.25,-55,1770628393.73637,-54.42240931192993
0.25,-54,1770628393.83656,-54.420731322124844
0.25,-54,1770628393.93747,-54.419066590082174
0.25,-55,1770628394.03684,-54.421356172632215
0.25,-54,1770628394.13757,-54.419702016428474
0.25,-55,1770628394.23765,-54.421971265243236
0.25,-54,1770628394.33674,-54.42032755798329
0.25,-54,1770628394.4368,-54.418696585667966
0.25,-55,1770628394.53619,-54.42094349354438
0.25,-55,1770628394.6367,-54.42317312711889
0.25,-55,1770628394.73612,-54.42538568494644
0.25,-54,1770628394.83668,-54.423760229754876
0.25,-55,1770628394.93753,-54.425953765350656
0.25,-55,1770628395.03849,-54.42813069277393
0.25,-55,1770628395.13854,-54.430291200041474
0.25,-55,1770628395.23673,-54.43243547234276
0.25,-54,1770628395.33881,-54.43081395149703
0.25,-54,1770628395.4378,-54.42920452440771
0.25,-55,1770628395.5383,-54.43132898389797
0.25,-55,1770628395.63856,-54.433437716083
0.25,-55,1770628395.73855,-54.435530895065554
0.25,-55,1770628395.83823,-54.43760869238805
0.25,-55,1770628395.93677,-54.43967127707946
0.25,-55,1770628396.03863,-54.4417188157012
0.25,-55,1770628396.13765,-54.443751472391945
0.25,-55,1770628396.23846,-54.44576940891157
0.25,-55,1770628396.33789,-54.44777278468407
0.25,-54,1770628396.43939,-54.4461600289632
0.25,-55,1770628396.53949,-54.448147678445984
0.25,-54,1770628396.63969,-54.44654507210885
0.25,-54,1770628396.7399,-54.44495386481706
0.25,-54,1770628396.83892,-54.44337393530437
0.25,-55,1770628396.94005,-54.445343421820596
0.25,-55,1770628397.04052,-54.447299047911564
0.25,-55,1770628397.14059,-54.44924095947624
0.25,-55,1770628397.24096,-54.45116930037305
0.25,-55,1770628397.33932,-54.45308421245542
0.25,-55,1770628397.44445,-54.45498583560659
0.25,-55,1770628397.54036,-54.45687430777371
0.25,-55,1770628397.63971,-54.458749765001194
0.25,-55,1770628397.74037,-54.460612341463445
0.25,-55,1770628397.83999,-54.46246216949685
0.25,-54,1770628397.94159,-54.46088155481948
0.25,-54,1770628398.04102,-54.459311684980676
0.25,-55,1770628398.14259,-54.46114717007176
0.25,-55,1770628398.24076,-54.46297026217151
0.25,-54,1770628398.3421,-54.46140916091921
0.25,-54,1770628398.4404,-54.45985852920585
0.25,-54,1770628398.54249,-54.4583182619861
0.25,-55,1770628398.64114,-54.46012656110681
0.25,-55,1770628398.74067,-54.46192285390239
0.25,-55,1770628398.84143,-54.46370725964073
0.25,-54,1770628398.94154,-54.46217454384262
0.25,-54,1770628399.04195,-54.460651904038194
0.25,-54,1770628399.14181,-54.45913924111952
0.25,-54,1770628399.24159,-54.4576364572742
0.25,-55,1770628399.33987,-54.45940587373324
0.25,-55,1770628399.44139,-54.461163809437714
0.25,-55,1770628399.54151,-54.462910375851024
0.25,-55,1770628399.64064,-54.46464568299833
0.25,-55,1770628399.74217,-54.46636983948968
0.25,-55,1770628399.84249,-54.46808295254269
0.25,-55,1770628399.94265,-54.469785128004766
0.25,-55,1770628400.04173,-54.47147647037496
0.25,-54,1770628400.14271,-54.46997725760248
0.25,-54,1770628400.24187,-54.4684875257272
0.25,-54,1770628400.3426,-54.46700718502475
0.25,-54,1770628400.44283,-54.46553614689937
0.25,-55,1770628400.54166,-54.46721440878312
0.25,-55,1770628400.64189,-54.46888219036216
0.25,-55,1770628400.74224,-54.47053958958302
0.25,-55,1770628400.84214,-54.47218670317551
0.25,-55,1770628400.9418,-54.473823626671546
0.25,-55,1770628401.04153,-54.475450454423644
0.25,-55,1770628401.14242,-54.47706727962306
0.25,-54,1770628401.24282,-54.475601304379914
0.25,-54,1770628401.34319,-54.47414428746276
0.25,-54,1770628401.44216,-54.47269614693588
0.25,-55,1770628401.54249,-54.47430177077995
0.25,-55,1770628401.64243,-54.475897672283956
0.25,-55,1770628401.74172,-54.47748393956555
0.25,-54,1770628401.84231,-54.47604310627985
0.25,-55,1770628401.94184,-54.477619443623325
0.25,-55,1770628402.04272,-54.47918635047915
0.25,-55,1770628402.14366,-54.480743911299214
0.25,-55,1770628402.24385,-54.48229220953004
0.25,-55,1770628402.34391,-54.483831327627676
0.25,-55,1770628402.44279,-54.48536134707236
0.25,-55,1770628402.54273,-54.48688234838293
0.25,-55,1770628402.64362,-54.488394411130905
0.25,-55,1770628402.74405,-54.489897613954454
0.25,-54,1770628402.84301,-54.48846238621431
0.25,-54,1770628402.94331,-54.48703551905401
0.25,-55,1770628403.04392,-54.488529621361664
0.25,-55,1770628403.14477,-54.490015070682766
0.25,-55,1770628403.24466,-54.49149194204298
0.25,-55,1770628403.34491,-54.49296030960311
0.25,-55,1770628403.44483,-54.49442024667157
0.25,-55,1770628403.54564,-54.49587182571651
0.25,-55,1770628403.6447,-54.49731511837793
0.25,-55,1770628403.74481,-54.498750195479374
0.25,-54,1770628403.84516,-54.4973303796746
0.25,-54,1770628403.94522,-54.49591859991112
0.25,-55,1770628404.04496,-54.4973455184212
0.25,-54,1770628404.14561,-54.49594161664594
0.25,-55,1770628404.24466,-54.49736048738512
0.25,-55,1770628404.34454,-54.49877141759702
0.25,-54,1770628404.44553,-54.497375239551836
0.25,-55,1770628404.54469,-54.498778301568194
0.25,-55,1770628404.64571,-54.50017357710013
0.25,-55,1770628404.74551,-54.50156113085504
0.25,-55,1770628404.84477,-54.502941026825326
0.25,-55,1770628404.94556,-54.50431332829823
0.25,-54,1770628405.04562,-54.50292480703643
0.25,-55,1770628405.14575,-54.50428966653696
0.25,-55,1770628405.24448,-54.505647076001395
0.25,-55,1770628405.34567,-54.50699709632898
0.25,-55,1770628405.44488,-54.508339787757016
0.25,-55,1770628405.54618,-54.50967520986982
0.25,-55,1770628405.64557,-54.51100342160755
0.25,-55,1770628405.74556,-54.5123244812749
0.25,-55,1770628405.84637,-54.513638446549635
0.25,-55,1770628405.94545,-54.51494537449098
0.25,-55,1770628406.0457,-54.516245321547906
0.25,-55,1770628406.14558,-54.51753834356726
0.25,-55,1770628406.24502,-54.51882449580177
0.25,-54,1770628406.345,-54.517445058510255
0.25,-55,1770628406.44483,-54.51872468506442
0.25,-54,1770628406.5458,-54.51735275670769
0.25,-54,1770628406.6466,-54.51598804045722
0.25,-54,1770628406.7454,-54.51463047952504
0.25,-54,1770628406.84585,-54.51328001771777
0.25,-54,1770628406.94589,-54.51193659942894
0.25,-54,1770628407.04681,-54.51060016963132
0.25,-55,1770628407.1459,-54.51187446415583
0.25,-55,1770628407.24549,-54.51314216420246
0.25,-55,1770628407.34661,-54.51440332089096
0.25,-55,1770628407.44661,-54.51565798481407
0.25,-55,1770628407.54674,-54.5169062060443
0.25,-55,1770628407.6466,-54.51814803414058
0.25,-55,1770628407.74666,-54.51938351815487
0.25,-55,1770628407.84664,-54.52061270663858
0.25,-55,1770628407.94625,-54.52183564764896
0.25,-55,1770628408.04586,-54.523052388755374
0.25,-54,1770628408.14624,-54.521724777332224
0.25,-55,1770628408.2469,-54.522935685691216
0.25,-54,1770628408.34675,-54.52161502253576
0.25,-54,1770628408.44611,-54.520300987241185
0.25,-54,1770628408.54772,-54.518993529974196
0.25,-55,1770628408.64885,-54.5201992387647
0.25,-54,1770628408.74675,-54.51889852239497
0.25,-54,1770628408.84762,-54.51760426865913
0.25,-55,1770628408.94591,-54.518804506322304
0.25,-55,1770628409.04524,-54.51999881018215
0.25,-54,1770628409.14675,-54.51871136780803
0.25,-54,1770628409.24726,-54.51743025892642
0.25,-55,1770628409.34643,-54.51861919317813
0.25,-55,1770628409.44625,-54.519802307290576
0.25,-55,1770628409.54615,-54.52097964395401
0.25,-55,1770628409.64504,-54.52215124544221
0.25,-54,1770628409.74588,-54.520877243155894
0.25,-54,1770628409.84671,-54.51960941672359
0.25,-54,1770628409.94615,-54.518347721284634
0.25,-54,1770628410.04563,-54.5170921124118
0.25,-54,1770628410.14643,-54.51584254610608
0.25,-55,1770628410.24545,-54.51700972859094
0.25,-55,1770628410.34596,-54.51817132107345
0.25,-55,1770628410.44694,-54.519327363673
0.25,-55,1770628410.54684,-54.520477896125975
0.25,-55,1770628410.64768,-54.52162295779032
0.25,-55,1770628410.74758,-54.522762587650035
0.25,-55,1770628410.84773,-54.5238968243196
0.25,-54,1770628410.94732,-54.522654619724186
0.25,-55,1770628411.04632,-54.52378379327012
0.25,-55,1770628411.14749,-54.52490766094008
0.25,-54,1770628411.24643,-54.52367177220889
0.25,-55,1770628411.34718,-54.52479067058081
0.25,-54,1770628411.44765,-54.52356079639355
0.25,-55,1770628411.54735,-54.52467476951961
0.25,-55,1770628411.64688,-54.52578356924174
0.25,-55,1770628411.74619,-54.52688723156945
0.25,-54,1770628411.84611,-54.52566380747942
0.25,-55,1770628411.94632,-54.5267626809553
0.25,-55,1770628412.04751,-54.527856498329385
0.25,-55,1770628412.14681,-54.528945294471086
0.25,-55,1770628412.24679,-54.53002910392992
0.25,-55,1770628412.34653,-54.53110796093916
0.25,-55,1770628412.44652,-54.53218189941945
0.25,-55,1770628412.54692,-54.53325095298236
0.25,-55,1770628412.64751,-54.534315154933886
0.25,-55,1770628412.74833,-54.53537453827795
0.25,-55,1770628412.84872,-54.536429135719786
0.25,-55,1770628412.94976,-54.537478979669324
0.25,-54,1770628413.04992,-54.536264480456005
0.25,-55,1770628413.14946,-54.5373100079778
0.25,-55,1770628413.24967,-54.53835085469031
0.25,-55,1770628413.34956,-54.5393870520081
0.25,-55,1770628413.44973,-54.540418631065286
0.25,-55,1770628413.54996,-54.54144562271858
0.25,-55,1770628413.64967,-54.54246805755043
0.25,-55,1770628413.74939,-54.543485965872044
0.25,-55,1770628413.85165,-54.54449937772638
0.25,-55,1770628413.95074,-54.54550832289112
0.25,-54,1770628414.04996,-54.54430265181547
0.25,-55,1770628414.15102,-54.545307626116376
0.25,-55,1770628414.25041,-54.54630820015635
0.25,-55,1770628414.34933,-54.5473044028209
0.25,-54,1770628414.45142,-54.546105254196846
0.25,-55,1770628414.54984,-54.54709758989319
0.25,-55,1770628414.65049,-54.548085618577375
0.25,-54,1770628414.74982,-54.5468925185455
0.25,-55,1770628414.85042,-54.54787674553694
0.25,-55,1770628414.95172,-54.54885672848542
0.25,-55,1770628415.05034,-54.54983249483061
0.25,-55,1770628415.15074,-54.55080407177616
0.25,-54,1770628415.25267,-54.54961782804364
0.25,-54,1770628415.35161,-54.548436655494875
0.25,-55,1770628415.45106,-54.549405042526686
0.25,-55,1770628415.55178,-54.55036930742756
0.25,-54,1770628415.65158,-54.54919401490207
0.25,-55,1770628415.75135,-54.55015466483651
0.25,-54,1770628415.85064,-54.548984772294645
0.25,-55,1770628415.95241,-54.54994183419979
0.25,-54,1770628416.05166,-54.54877729210948
0.25,-54,1770628416.15127,-54.54761764428057
0.25,-55,1770628416.2514,-54.54857160202596
0.25,-55,1770628416.35132,-54.54952156741229
0.25,-54,1770628416.45092,-54.54836758020202
0.25,-55,1770628416.5522,-54.54931403663158
0.25,-55,1770628416.65208,-54.550256556943694
0.25,-55,1770628416.7514,-54.551195165687695
0.25,-54,1770628416.85167,-54.55004719680563
0.25,-55,1770628416.95162,-54.550982383936514
0.25,-55,1770628417.05268,-54.551913714080534
0.25,-55,1770628417.15365,-54.552841211095085
0.25,-55,1770628417.25177,-54.5537648986412
0.25,-54,1770628417.35223,-54.55262332733959
0.25,-55,1770628417.45207,-54.553543707186954
0.25,-55,1770628417.55253,-54.55446033007916
0.25,-55,1770628417.65283,-54.55537321901772
0.25,-55,1770628417.75139,-54.55628239681675
0.25,-55,1770628417.85284,-54.55718788610489
0.25,-55,1770628417.95348,-54.55808970932719
0.25,-55,1770628418.05373,-54.55898788874694
0.25,-55,1770628418.15261,-54.559882446447546
0.25,-55,1770628418.25309,-54.5607734043343
0.25,-55,1770628418.35288,-54.5616607841362
0.25,-55,1770628418.45281,-54.56254460740773
0.25,-54,1770628418.55294,-54.56141260321976
0.25,-55,1770628418.65341,-54.562293418693045
0.25,-55,1770628418.75351,-54.56317072516986
0.25,-55,1770628418.85335,-54.56404454362005
0.25,-54,1770628418.95346,-54.56291847247394
0.25,-55,1770628419.05352,-54.56378935497543
0.25,-55,1770628419.15416,-54.56465679564487
0.25,-55,1770628419.25294,-54.56552081488813
0.25,-55,1770628419.35314,-54.56638143295007
0.25,-55,1770628419.45462,-54.567238669916144
0.25,-55,1770628419.55321,-54.56809254571397
0.25,-55,1770628419.65379,-54.56894308011486
0.25,-54,1770628419.7547,-54.567824861764585
0.25,-55,1770628419.85475,-54.568672627507404
0.25,-55,1770628419.95535,-54.56951709524613
0.25,-55,1770628420.05645,-54.57035828422955
0.25,-55,1770628420.15517,-54.57119621355696
0.25,-55,1770628420.25553,-54.572030902179584
0.25,-55,1770628420.35659,-54.57286236890202
0.25,-55,1770628420.45749,-54.57369063238367
0.25,-55,1770628420.55706,-54.574515711140116
0.25,-55,1770628420.65649,-54.575337623544506
0.3,-55,1770628429.15451,-55.0
0.3,-55,1770628429.15469,-55.0
0.3,-55,1770628429.15483,-55.0
0.3,-55,1770628429.15496,-55.0
0.3,-55,1770628429.15505,-55.0
0.3,-55,1770628429.15515,-55.0
0.3,-55,1770628429.15525,-55.0
0.3,-55,1770628429.15536,-55.0
0.3,-55,1770628429.15554,-55.0
0.3,-55,1770628429.15564,-55.0
0.3,-55,1770628429.15573,-55.0
0.3,-54,1770628429.15587,-54.96874961201239
0.3,-55,1770628429.15597,-54.969696606336875
0.3,-55,1770628429.15606,-54.970587895805394
0.3,-55,1770628429.15616,-54.971428255103035
0.3,-55,1770628429.15627,-54.972221928396145
0.3,-55,1770628429.15639,-54.97297270102381
0.3,-55,1770628429.15649,-54.973683959869646
0.3,-55,1770628429.15657,-54.97435874444572
0.3,-55,1770628429.15666,-54.974999790313824
0.3,-55,1770628429.15675,-54.97560956615246
0.3,-55,1770628429.15684,-54.97619030552858
0.3,-55,1770628429.15692,-54.9767440342361
0.3,-55,1770628429.15701,-54.97727259390633
0.3,-55,1770628429.1571,-54.97777766247048
0.3,-55,1770628429.15719,-54.9782607719531
0.3,-55,1770628429.15727,-54.97872332399401
0.3,-55,1770628429.15735,-54.97916660343001
0.3,-55,1770628429.15744,-54.97959179021352
0.3,-55,1770628429.15753,-54.97999996990101
0.3,-54,1770628429.15761,-54.96078352209429
0.3,-55,1770628429.15769,-54.96153771635304
0.3,-55,1770628429.15787,-54.962263451146306
0.3,-55,1770628429.15803,-54.96296230755188
0.3,-55,1770628429.15813,-54.963635751660334
0.3,-55,1770628429.15825,-54.96428514484173
0.3,-55,1770628429.15842,-54.96491175293159
0.3,-54,1770628429.1585,-54.9482744700673
0.3,-55,1770628429.15857,-54.94915122170643
0.3,-55,1770628429.15863,-54.94999874918436
0.3,-54,1770628429.1587,-54.93442408852663
0.3,-55,1770628429.15878,-54.935481828541754
0.3,-55,1770628429.15884,-54.93650599063273
0.3,-54,1770628429.15891,-54.92187213712899
0.3,-55,1770628429.15897,-54.923074184660635
0.3,-55,1770628429.15904,-54.92423980784019
0.3,-56,1770628429.1591,-54.94029707500455
0.3,-57,1770628429.15917,-54.97058905194758
0.3,-57,1770628429.15923,-55.00000303547419
0.3,-55,1770628429.1593,-55.00000299210688
0.3,-55,1770628429.15936,-55.000002949961136
0.3,-53,1770628429.15943,-54.97222282866121
0.3,-53,1770628429.15949,-54.945203772871736
0.3,-53,1770628429.15956,-54.918914928637186
0.3,-53,1770628429.15962,-54.893327087543625
0.3,-53,1770628429.15968,-54.86841257845956
0.3,-53,1770628429.1598,-54.84414516771258
0.3,-53,1770628429.15986,-54.82049996694467
0.3,-53,1770628429.15995,-54.797453347965885
0.3,-55,1770628429.16001,-54.799985442222045
0.3,-54,1770628429.16007,-54.79010803375533
0.3,-54,1770628429.16014,-54.780471524321804
0.3,-53,1770628429.16021,-54.75901767349271
0.3,-54,1770628429.16027,-54.74998071839219
0.3,-54,1770628429.16033,-54.74115638487008
0.3,-54,1770628429.1604,-54.73253725590531
0.3,-54,1770628429.16046,-54.72411625548876
0.3,-53,1770628429.16053,-54.70452156710645
0.3,-54,1770628429.16059,-54.696604577959846
0.3,-54,1770628429.16065,-54.68886351018532
0.3,-54,1770628429.16072,-54.68129256418514
0.3,-54,1770628429.16078,-54.673886192517664
0.3,-53,1770628429.16085,-54.65588488740078
0.3,-53,1770628429.16091,-54.63826656097435
0.3,-54,1770628429.16097,-54.63154697967097
0.3,-53,1770628429.16104,-54.614549150745376
0.3,-53,1770628429.1611,-54.59790176544786
0.3,-53,1770628429.16116,-54.58159409592596
0.3,-53,1770628429.16123,-54.56561584777524
0.3,-53,1770628429.16129,-54.54995713836696
0.3,-53,1770628429.16135,-54.534608476463134
0.3,-54,1770628429.16142,-54.5293663277536
0.3,-54,1770628429.16149,-54.524225959482656
0.3,-53,1770628429.16155,-54.50956735412963
0.3,-54,1770628429.16161,-54.50471345840507
0.3,-54,1770628429.26202,-54.499951137181924
0.3,-54,1770628429.36125,-54.49527782295383
0.3,-54,1770628429.4625,-54.490691043307145
0.3,-54,1770628429.56065,-54.4861884165589
0.3,-54,1770628429.66071,-54.481767647632694
0.3,-53,1770628429.76128,-54.46841570017094
0.3,-53,1770628429.86149,-54.4553021558324
0.3,-53,1770628429.9621,-54.44242068533773
0.3,-53,1770628430.06273,-54.42976518148732
0.3,-54,1770628430.16147,-54.426027283997804
0.3,-53,1770628430.26177,-54.413731237113815
0.3,-53,1770628430.36239,-54.40164535549116
0.3,-54,1770628430.46083,-54.39824080500061
0.3,-54,1770628430.56243,-54.394893467207524
0.3,-54,1770628430.66237,-54.391601911795995
0.3,-54,1770628430.76171,-54.38836475573323
0.3,-54,1770628430.86217,-54.38518066133174
0.3,-54,1770628430.96168,-54.38204833440601
0.3,-53,1770628431.06157,-54.37089997279144
0.3,-54,1770628431.16239,-54.3679320125197
0.3,-54,1770628431.26167,-54.3650111566013
0.3,-54,1770628431.36159,-54.362136292336096
0.3,-54,1770628431.46168,-54.35930634179582
0.3,-54,1770628431.56109,-54.356520260476294
0.3,-54,1770628431.66167,-54.3537770360119
0.3,-53,1770628431.76139,-54.34343994808515
0.3,-53,1770628431.86144,-54.33325946034534
0.3,-53,1770628431.96107,-54.3232320404609
0.3,-53,1770628432.06253,-54.31335426154291
0.3,-53,1770628432.16229,-54.30362279823981
0.3,-53,1770628432.26159,-54.2940344230044
0.3,-53,1770628432.3613,-54.28458600252436
0.3,-53,1770628432.46071,-54.27527449430792
0.3,-53,1770628432.56252,-54.26609694341699
0.3,-53,1770628432.66236,-54.25705047934017
0.3,-54,1770628432.76163,-54.25522683027395
0.3,-54,1770628432.86154,-54.25342886216192
0.3,-54,1770628432.96158,-54.25165603624331
0.3,-54,1770628433.06357,-54.24990782872292
0.3,-53,1770628433.16215,-54.24128479284808
0.3,-53,1770628433.26154,-54.23277986011756
0.3,-54,1770628433.36233,-54.23119576052081
0.3,-54,1770628433.46162,-54.22963306383249
0.3,-53,1770628433.56157,-54.22137747708126
0.3,-54,1770628433.66264,-54.219901080568675
0.3,-54,1770628433.76203,-54.21844423532223
0.3,-54,1770628433.86327,-54.21700655546202
0.3,-53,1770628433.96158,-54.20904919790231
0.3,-53,1770628434.06198,-54.20119516255822
0.3,-53,1770628434.16106,-54.19344244964674
0.3,-53,1770628434.26248,-54.185789110661304
0.3,-53,1770628434.36159,-54.17823324673879
0.3,-53,1770628434.46314,-54.17077300708853
0.3,-54,1770628434.56464,-54.169698515602725
0.3,-54,1770628434.66164,-54.16863745244139
0.3,-54,1770628434.7619,-54.167589567387516
0.3,-54,1770628434.86166,-54.1665546164023
0.3,-53,1770628434.96281,-54.15939470527949
0.3,-54,1770628435.06213,-54.1584223554134
0.3,-54,1770628435.16265,-54.157461788974985
0.3,-54,1770628435.26261,-54.15651279301092
0.3,-53,1770628435.36169,-54.14958438201818
0.3,-54,1770628435.46301,-54.14869358438144
0.3,-54,1770628435.56173,-54.14781332625915
0.3,-53,1770628435.6628,-54.141058264880755
0.3,-54,1770628435.76261,-54.140232964885136
0.3,-53,1770628435.86176,-54.133600468324076
0.3,-53,1770628435.96351,-54.12704462919979
0.3,-53,1770628436.06249,-54.12056412583348
0.3,-53,1770628436.16158,-54.114157666756164
0.3,-53,1770628436.26206,-54.10782398985039
0.3,-53,1770628436.36302,-54.101561861521105
0.3,-53,1770628436.46246,-54.09537007589449
0.3,-53,1770628436.56162,-54.089247454043615
0.3,-54,1770628436.66168,-54.08875136970809
0.3,-54,1770628436.76151,-54.08826076549395
