Distance_m,RSSI_dBm,Timestamp
0.3,-54,1770628442.663540
0.3,-54,1770628442.7625700
0.3,-54,1770628442.8634900
0.3,-54,1770628442.9629900
0.3,-54,1770628443.0644600
0.3,-54,1770628443.162500
0.3,-54,1770628443.2654300
0.3,-53,1770628443.3634300
0.3,-54,1770628443.4653400
0.3,-54,1770628443.563940
0.3,-54,1770628443.666690
0.3,-54,1770628443.764760
0.3,-54,1770628443.8667800
0.3,-54,1770628443.9657000
0.3,-54,1770628444.066460
0.3,-54,1770628444.166990
0.3,-54,1770628444.2662000
0.3,-54,1770628444.366590
0.3,-54,1770628444.4673100
0.3,-53,1770628444.5663200
0.3,-53,1770628444.6673300
0.3,-53,1770628444.766290
0.3,-53,1770628444.8665300
0.3,-53,1770628444.9659100
0.3,-53,1770628445.0672200
0.3,-53,1770628445.167200
0.3,-53,1770628445.267470
0.3,-53,1770628445.3673500
0.3,-53,1770628445.4665400
0.3,-54,1770628445.5673800
0.3,-53,1770628445.6664600
0.3,-53,1770628445.7670300
0.3,-53,1770628445.865730
0.3,-53,1770628445.9674700
0.3,-53,1770628446.067740
0.3,-53,1770628446.1681000
0.3,-53,1770628446.2675000
0.3,-53,1770628446.369510
0.3,-54,1770628446.470270
0.3,-54,1770628446.568650
0.3,-53,1770628446.6704500
0.3,-53,1770628446.770000
0.3,-54,1770628446.86985
0.3,-54,1770628446.970170
0.3,-54,1770628447.0691900
0.3,-54,1770628447.1703500
0.3,-54,1770628447.269210
0.3,-54,1770628447.3702500
0.3,-53,1770628447.4703100
0.3,-53,1770628447.5713400
0.3,-53,1770628447.6704300
0.3,-53,1770628447.7723500
0.3,-53,1770628447.8699600
0.3,-53,1770628447.9713900
0.3,-53,1770628448.0694600
0.3,-54,1770628448.1697700
0.3,-53,1770628448.2711000
0.3,-53,1770628448.3712500
0.3,-54,1770628448.4705200
0.3,-54,1770628448.5713200
0.3,-53,1770628448.6704900
0.3,-54,1770628448.7711800
0.3,-54,1770628448.8699500
0.3,-54,1770628448.9708300
0.3,-53,1770628449.0710900
0.3,-54,1770628449.1712700
0.3,-54,1770628449.2706100
0.3,-54,1770628449.3713800
0.3,-54,1770628449.471620
0.3,-54,1770628449.5710900
0.3,-54,1770628449.6716200
0.3,-54,1770628449.7706100
0.3,-53,1770628449.8712000
0.3,-53,1770628449.9701600
0.3,-53,1770628450.0711200
0.3,-54,1770628450.1705700
0.3,-54,1770628450.271700
0.3,-54,1770628450.3716500
0.3,-54,1770628450.4727000
0.3,-54,1770628450.5713000
0.3,-54,1770628450.6721200
0.3,-54,1770628450.7715300
0.3,-54,1770628450.8722700
0.3,-54,1770628450.9722500
0.3,-54,1770628451.0717800
0.3,-54,1770628451.1715900
0.3,-54,1770628451.2726000
0.3,-54,1770628451.3715200
0.3,-54,1770628451.4733500
0.3,-53,1770628451.5723300
0.3,-54,1770628451.671610
0.3,-54,1770628451.7718000
0.3,-54,1770628451.8723100
0.3,-54,1770628451.9721500
0.3,-54,1770628452.0724100
0.3,-54,1770628452.1719900
0.3,-54,1770628452.2715000
0.3,-54,1770628452.3728500
0.3,-54,1770628452.4728700
0.3,-54,1770628452.5725300
0.3,-53,1770628452.676850
0.3,-53,1770628452.7745500
0.3,-53,1770628452.874180
0.3,-54,1770628452.975460
0.3,-54,1770628453.075330
0.3,-53,1770628453.1749100
0.3,-53,1770628453.275980
0.3,-54,1770628453.375150
0.3,-53,1770628453.4765600
0.3,-54,1770628453.5740800
0.3,-54,1770628453.6745400
0.3,-54,1770628453.775450
0.3,-54,1770628453.8754100
0.3,-54,1770628453.9745000
0.3,-54,1770628454.075630
0.3,-54,1770628454.17515
0.3,-54,1770628454.2754900
0.3,-53,1770628454.375680
0.3,-53,1770628454.4745900
0.3,-54,1770628454.5753100
0.3,-54,1770628454.6752500
0.3,-54,1770628454.7754400
0.3,-54,1770628454.8745100
0.3,-53,1770628454.9755000
0.3,-54,1770628455.0753000
0.3,-54,1770628455.175480
0.3,-54,1770628455.2742100
0.3,-53,1770628455.3745700
0.3,-54,1770628455.4757100
0.3,-54,1770628455.5755400
0.3,-53,1770628455.6768000
0.3,-53,1770628455.7763200
0.3,-54,1770628455.8769000
0.3,-54,1770628455.9773600
0.3,-53,1770628456.0774900
0.3,-53,1770628456.1771700
0.3,-54,1770628456.2766700
0.3,-54,1770628456.3774100
0.3,-54,1770628456.4769400
0.3,-53,1770628456.577050
0.3,-53,1770628456.6764500
0.3,-54,1770628456.7762500
0.3,-53,1770628456.877390
0.3,-53,1770628456.9766800
0.3,-53,1770628457.0766900
0.3,-54,1770628457.1772300
0.3,-54,1770628457.2768400
0.3,-54,1770628457.3773300
0.3,-53,1770628457.4771500
0.3,-54,1770628457.577230
0.3,-54,1770628457.6783100
0.3,-54,1770628457.7772900
0.3,-54,1770628457.8776400
0.3,-54,1770628457.9771300
0.3,-53,1770628458.0767800
0.3,-53,1770628458.1772600
0.3,-54,1770628458.2768600
0.3,-54,1770628458.3760500
0.3,-54,1770628458.4772900
0.3,-53,1770628458.577430
0.3,-53,1770628458.677180
0.3,-53,1770628458.7773000
0.3,-53,1770628458.877470
0.3,-54,1770628458.9770700
0.3,-53,1770628459.080770
0.3,-53,1770628459.1774300
0.3,-53,1770628459.2773300
0.3,-53,1770628459.377520
0.3,-53,1770628459.4776300
0.3,-54,1770628459.578160
0.3,-54,1770628459.678320
0.3,-53,1770628459.7778700
0.3,-54,1770628459.8783600
0.3,-54,1770628459.9784800
0.3,-53,1770628460.0774300
0.3,-54,1770628460.1782400
0.3,-54,1770628460.2794000
0.3,-54,1770628460.3783400
0.3,-54,1770628460.4775100
0.3,-54,1770628460.5780100
0.3,-53,1770628460.6776000
0.3,-53,1770628460.7783300
0.3,-53,1770628460.8769400
0.3,-54,1770628460.9781500
0.3,-54,1770628461.0768300
0.3,-54,1770628461.1783800
0.3,-54,1770628461.278350
0.3,-54,1770628461.377450
0.3,-54,1770628461.4783000
0.3,-54,1770628461.578230
0.3,-53,1770628461.6783200
0.3,-53,1770628461.7778100
0.3,-54,1770628461.8775400
0.3,-54,1770628461.9774600
0.3,-53,1770628462.077420
0.3,-54,1770628462.1782400
0.3,-54,1770628462.2794500
0.3,-54,1770628462.377440
0.3,-53,1770628462.478330
0.3,-53,1770628462.5779100
0.3,-53,1770628462.6779700
0.3,-53,1770628462.777520
0.3,-54,1770628462.8783400
0.3,-54,1770628462.9774600
0.3,-53,1770628463.078430
0.3,-53,1770628463.1775000
0.3,-54,1770628463.2769000
0.3,-54,1770628463.3777000
0.3,-53,1770628463.478320
0.3,-54,1770628463.5784200
0.3,-54,1770628463.6782600
0.3,-54,1770628463.7767200
0.3,-54,1770628463.8777100
0.3,-54,1770628463.9781700
0.3,-54,1770628464.078390
0.3,-54,1770628464.178450
0.3,-54,1770628464.2782500
0.3,-54,1770628464.3782000
0.3,-54,1770628464.4786200
0.3,-54,1770628464.5775400
0.3,-54,1770628464.6778600
0.3,-54,1770628464.7779800
0.3,-54,1770628464.8784800
0.3,-54,1770628464.9775600
0.3,-54,1770628465.077280
0.3,-54,1770628465.1776600
0.3,-54,1770628465.2792800
0.3,-54,1770628465.377590
0.3,-54,1770628465.4785200
0.3,-54,1770628465.5782500
0.3,-54,1770628465.6778000
0.3,-54,1770628465.7774500
0.3,-54,1770628465.8792100
0.3,-54,1770628465.9783000
0.3,-54,1770628466.0783900
0.3,-54,1770628466.1785000
0.3,-54,1770628466.278540
0.3,-54,1770628466.3793000
0.3,-54,1770628466.4785600
0.3,-54,1770628466.578960
0.3,-54,1770628466.6789400
0.3,-54,1770628466.7781000
0.3,-54,1770628466.8785300
0.3,-54,1770628466.979520
0.3,-54,1770628467.0777700
0.3,-54,1770628467.1787000
0.3,-54,1770628467.280330
0.3,-54,1770628467.3794100
0.3,-54,1770628467.4791000
0.3,-54,1770628467.5795500
0.3,-54,1770628467.686430
0.3,-54,1770628467.7797600
0.3,-54,1770628467.8806200
0.3,-54,1770628467.9797100
0.3,-54,1770628468.080200
0.3,-54,1770628468.1805300
0.3,-54,1770628468.2795600
0.3,-54,1770628468.380680
0.3,-53,1770628468.4803700
0.3,-50,1770628468.5816500
0.3,-53,1770628468.6794600
0.3,-54,1770628468.7811000
0.3,-54,1770628468.8823500
0.3,-54,1770628468.982580
0.3,-54,1770628469.0813500
0.3,-54,1770628469.18168
0.3,-54,1770628469.2819800
0.3,-54,1770628469.382060
0.3,-54,1770628469.4819100
0.3,-53,1770628469.5819100
0.3,-54,1770628469.6818200
0.3,-54,1770628469.7817800
0.3,-54,1770628469.8824400
0.3,-54,1770628469.9825500
0.3,-54,1770628470.0834300
0.3,-54,1770628470.1835100
0.3,-54,1770628470.281970
0.3,-54,1770628470.3838200
0.3,-54,1770628470.48247
0.3,-54,1770628470.584810
0.3,-53,1770628470.6836300
0.35,-54,1770628497.9749300
0.35,-54,1770628497.9750800
0.35,-53,1770628497.975190
0.35,-54,1770628497.975290
0.35,-54,1770628497.9753900
0.35,-54,1770628497.9754900
0.35,-54,1770628497.9755900
0.35,-54,1770628497.9756900
0.35,-53,1770628497.9757900
0.35,-54,1770628497.9758900
0.35,-54,1770628497.9760000
0.35,-54,1770628497.9761000
0.35,-54,1770628497.9762100
0.35,-54,1770628497.9763200
0.35,-54,1770628497.9764300
0.35,-54,1770628497.9765300
0.35,-54,1770628497.9766300
0.35,-54,1770628497.9767300
0.35,-54,1770628497.9768300
0.35,-54,1770628497.9769300
0.35,-54,1770628497.977030
0.35,-54,1770628497.9771400
0.35,-54,1770628497.977240
0.35,-54,1770628497.9773400
0.35,-54,1770628497.9774400
0.35,-54,1770628497.9775400
0.35,-54,1770628497.9776400
0.35,-54,1770628497.9777400
0.35,-54,1770628497.9778400
0.35,-54,1770628497.977950
0.35,-54,1770628497.9780500
0.35,-54,1770628497.9781500
0.35,-54,1770628497.978250
0.35,-54,1770628497.9784100
0.35,-53,1770628497.9785100
0.35,-54,1770628497.9786000
0.35,-53,1770628497.9787000
0.35,-54,1770628497.9788
0.35,-54,1770628497.9788900
0.35,-54,1770628497.9789900
0.35,-54,1770628497.9790900
0.35,-53,1770628497.9792500
0.35,-54,1770628497.9793300
0.35,-53,1770628497.9794200
0.35,-53,1770628497.9795600
0.35,-54,1770628497.9796900
0.35,-54,1770628497.9797500
0.35,-54,1770628497.9798100
0.35,-54,1770628497.9798800
0.35,-54,1770628497.979940
0.35,-54,1770628497.980000
0.35,-54,1770628497.9800700
0.35,-54,1770628497.9801400
0.35,-54,1770628497.9802100
0.35,-54,1770628497.9802700
0.35,-54,1770628497.9803300
0.35,-54,1770628497.9804000
0.35,-54,1770628497.9804600
0.35,-54,1770628497.9805200
0.35,-54,1770628497.9805900
0.35,-54,1770628497.9806500
0.35,-54,1770628497.9807100
0.35,-54,1770628497.9807800
0.35,-54,1770628497.9808400
0.35,-54,1770628497.9809900
0.35,-54,1770628497.9811300
0.35,-54,1770628497.981190
0.35,-54,1770628497.9812600
0.35,-54,1770628497.9813200
0.35,-54,1770628497.9813800
