Distance_m,RSSI_dBm,Timestamp
0.6,-57,1770628736.478680
0.6,-57,1770628736.5790200
0.6,-57,1770628736.6793800
0.6,-56,1770628736.7781400
0.6,-56,1770628736.8777100
0.6,-56,1770628736.9789600
0.6,-56,1770628737.0789100
0.6,-56,1770628737.1787100
0.6,-56,1770628737.2777200
0.6,-56,1770628737.378720
0.6,-56,1770628737.478220
0.6,-57,1770628737.5787100
0.6,-57,1770628737.6791000
0.6,-56,1770628737.7781500
0.6,-56,1770628737.8788900
0.6,-56,1770628737.9789200
0.6,-56,1770628738.078120
0.6,-56,1770628738.179450
0.6,-56,1770628738.278120
0.6,-56,1770628738.3789900
0.6,-57,1770628738.4791100
0.6,-57,1770628738.5784900
0.6,-57,1770628738.6787000
0.6,-57,1770628738.777740
0.6,-57,1770628738.8778600
0.6,-57,1770628738.98016
0.6,-57,1770628739.0790800
0.6,-56,1770628739.1785400
0.6,-56,1770628739.2789900
0.6,-56,1770628739.3782100
0.6,-56,1770628739.479110
0.6,-57,1770628739.57803
0.6,-57,1770628739.6785600
0.6,-57,1770628739.778200
0.6,-57,1770628739.8789300
0.6,-57,1770628739.981060
0.6,-57,1770628740.0784300
0.6,-57,1770628740.1785900
0.6,-57,1770628740.2785700
0.6,-57,1770628740.3785700
0.6,-57,1770628740.4786200
0.6,-57,1770628740.5790300
0.6,-57,1770628740.6789000
0.6,-57,1770628740.7792300
0.6,-57,1770628740.8786700
0.6,-57,1770628740.9793400
0.6,-57,1770628741.0783100
0.6,-57,1770628741.1783900
0.6,-57,1770628741.2798900
0.6,-57,1770628741.3812100
0.6,-57,1770628741.4813100
0.6,-57,1770628741.5801000
0.6,-57,1770628741.6805600
0.6,-57,1770628741.783390
0.6,-57,1770628741.8817700
0.6,-57,1770628741.982270
0.6,-57,1770628742.0824400
0.6,-57,1770628742.1820000
0.6,-57,1770628742.2836800
0.6,-57,1770628742.3826100
0.6,-57,1770628742.4840900
0.6,-57,1770628742.5826000
0.6,-57,1770628742.6834600
0.6,-57,1770628742.782780
0.6,-57,1770628742.8830900
0.6,-57,1770628742.9817400
0.6,-56,1770628743.0840900
0.6,-56,1770628743.1830700
0.6,-56,1770628743.2839800
0.6,-56,1770628743.3820200
0.6,-56,1770628743.4833600
0.6,-56,1770628743.583110
0.6,-56,1770628743.6825400
0.6,-56,1770628743.7824400
0.6,-56,1770628743.8839700
0.6,-56,1770628743.983110
0.6,-56,1770628744.0833700
0.6,-56,1770628744.1839300
0.6,-56,1770628744.2837600
0.6,-56,1770628744.3828400
0.6,-56,1770628744.484050
0.6,-56,1770628744.584040
0.6,-56,1770628744.6837000
0.6,-56,1770628744.7827900
0.6,-56,1770628744.8834000
0.6,-57,1770628744.983990
0.6,-57,1770628745.0840700
0.6,-57,1770628745.183750
0.6,-57,1770628745.283200
0.6,-57,1770628745.384670
0.6,-56,1770628745.4850200
0.6,-56,1770628745.5840200
0.6,-56,1770628745.684580
0.6,-56,1770628745.7840500
0.6,-56,1770628745.8846300
0.6,-56,1770628745.9851400
0.6,-56,1770628746.0843000
0.6,-56,1770628746.184220
0.6,-56,1770628746.284190
0.6,-57,1770628746.3828700
0.6,-57,1770628746.48429
0.6,-56,1770628746.583360
0.6,-56,1770628746.685050
0.6,-56,1770628746.7835000
0.6,-56,1770628746.885050
0.6,-56,1770628746.983700
0.6,-56,1770628747.083520
0.6,-56,1770628747.1851400
0.6,-56,1770628747.2841300
0.6,-56,1770628747.3852200
0.6,-56,1770628747.4842200
0.6,-56,1770628747.5843100
0.6,-56,1770628747.684080
0.6,-56,1770628747.7846400
0.6,-56,1770628747.8844000
0.6,-56,1770628747.9839600
0.6,-57,1770628748.0837300
0.6,-57,1770628748.1851100
0.6,-57,1770628748.284330
0.6,-57,1770628748.385250
0.6,-57,1770628748.486170
0.6,-56,1770628748.5843700
0.6,-56,1770628748.6840500
0.6,-56,1770628748.7843400
0.6,-56,1770628748.884680
0.6,-56,1770628748.9843900
0.6,-56,1770628749.0850400
0.6,-56,1770628749.184400
0.6,-56,1770628749.2848200
0.6,-56,1770628749.3840100
0.6,-56,1770628749.4845500
0.6,-56,1770628749.5840800
0.6,-56,1770628749.6842500
0.6,-56,1770628749.7837800
0.6,-56,1770628749.8852000
0.6,-56,1770628749.9847500
0.6,-56,1770628750.0862500
0.6,-56,1770628750.185070
0.6,-56,1770628750.2852900
0.6,-56,1770628750.388160
0.6,-56,1770628750.4856700
0.6,-56,1770628750.5842700
0.6,-56,1770628750.685230
0.6,-56,1770628750.785250
0.6,-56,1770628750.8851100
0.6,-56,1770628750.985590
0.6,-56,1770628751.0853300
0.6,-56,1770628751.1858800
0.6,-56,1770628751.2851500
0.6,-56,1770628751.3851200
0.6,-56,1770628751.485980
0.6,-56,1770628751.5854200
0.6,-56,1770628751.685370
0.6,-56,1770628751.786180
0.6,-56,1770628751.8859700
0.6,-56,1770628751.98546
0.6,-56,1770628752.0851300
0.6,-56,1770628752.185580
0.6,-56,1770628752.2853700
0.6,-57,1770628752.3853500
0.6,-56,1770628752.4850400
0.6,-56,1770628752.5858700
0.6,-56,1770628752.6850500
0.6,-56,1770628752.7851900
0.6,-56,1770628752.8856300
0.6,-56,1770628752.985270
0.6,-56,1770628753.085570
0.6,-56,1770628753.1845800
0.6,-56,1770628753.2853900
0.6,-56,1770628753.3861200
0.6,-56,1770628753.4861700
0.6,-56,1770628753.5861400
0.6,-56,1770628753.6862500
0.6,-56,1770628753.78624
0.6,-56,1770628753.884600
0.6,-57,1770628753.985500
0.6,-57,1770628754.0853500
0.6,-57,1770628754.1856100
0.6,-57,1770628754.2852000
0.6,-57,1770628754.3911800
0.6,-56,1770628754.4851200
0.6,-56,1770628754.5853700
0.6,-56,1770628754.6859400
0.6,-56,1770628754.7851300
0.6,-56,1770628754.884230
0.6,-56,1770628754.9862800
0.6,-56,1770628755.0852000
0.6,-56,1770628755.1848100
0.6,-56,1770628755.2842000
0.6,-57,1770628755.384610
0.6,-57,1770628755.4850000
0.6,-57,1770628755.5850600
0.6,-57,1770628755.685350
0.6,-57,1770628755.7857600
0.6,-57,1770628755.8858200
0.6,-57,1770628755.9852600
0.6,-57,1770628756.0862300
0.6,-57,1770628756.185210
0.6,-57,1770628756.284560
0.6,-57,1770628756.3852000
0.6,-57,1770628756.4859400
0.6,-57,1770628756.5844100
0.6,-57,1770628756.685040
0.6,-57,1770628756.7852800
0.6,-57,1770628756.8853800
0.6,-57,1770628756.985110
0.6,-57,1770628757.0853500
0.6,-57,1770628757.1848600
0.6,-57,1770628757.286000
0.6,-57,1770628757.3851100
0.6,-57,1770628757.4859200
0.6,-57,1770628757.5848100
0.6,-57,1770628757.6860200
0.6,-57,1770628757.785010
0.6,-57,1770628757.8869300
0.6,-57,1770628757.9849800
0.6,-57,1770628758.0840300
0.6,-57,1770628758.1858700
0.6,-57,1770628758.285220
0.6,-57,1770628758.3859500
0.6,-57,1770628758.4844600
0.6,-57,1770628758.5844000
0.6,-57,1770628758.6844100
0.6,-57,1770628758.7859000
0.6,-57,1770628758.8843200
0.6,-57,1770628758.9853500
0.6,-57,1770628759.0851800
0.6,-57,1770628759.1845300
0.6,-57,1770628759.2848900
0.6,-57,1770628759.3852000
0.6,-57,1770628759.4847600
0.6,-57,1770628759.585890
0.6,-56,1770628759.6852100
0.6,-56,1770628759.7851900
0.6,-56,1770628759.8841600
0.6,-57,1770628759.9849300
0.6,-57,1770628760.0870100
0.6,-57,1770628760.1868700
0.6,-57,1770628760.286290
0.6,-56,1770628760.3857400
0.6,-57,1770628760.4861400
0.6,-56,1770628760.5858900
0.6,-57,1770628760.6856500
0.6,-56,1770628760.7864900
0.6,-57,1770628760.885790
0.6,-57,1770628760.985400
0.6,-57,1770628761.0866500
0.6,-57,1770628761.1869600
0.6,-56,1770628761.2855500
0.6,-57,1770628761.388070
0.6,-57,1770628761.4858500
0.6,-56,1770628761.5863100
0.6,-57,1770628761.6860100
0.6,-57,1770628761.7859800
0.6,-57,1770628761.8853100
0.6,-57,1770628761.9865600
0.6,-57,1770628762.0860500
0.6,-57,1770628762.1861700
0.6,-57,1770628762.2852300
0.6,-57,1770628762.387080
0.6,-57,1770628762.4857900
0.6,-57,1770628762.5864700
0.6,-56,1770628762.6858900
0.6,-56,1770628762.787130
0.6,-56,1770628762.8864500
0.6,-56,1770628762.987430
0.6,-56,1770628763.0869200
0.6,-56,1770628763.186880
0.6,-56,1770628763.2872800
0.6,-57,1770628763.3870200
0.6,-57,1770628763.486900
0.6,-57,1770628763.5869900
0.6,-56,1770628763.686620
0.6,-56,1770628763.787220
0.6,-56,1770628763.8870200
0.6,-56,1770628763.9878200
0.6,-57,1770628764.0869400
0.6,-57,1770628764.1870900
0.6,-57,1770628764.287360
0.6,-57,1770628764.3881000
0.6,-57,1770628764.487980
0.6,-57,1770628764.5886700
0.6,-57,1770628764.6887300
0.6,-57,1770628764.7891600
0.6,-57,1770628764.8890600
0.6,-57,1770628764.99076
0.6,-57,1770628765.0892700
0.6,-56,1770628765.1891400
0.6,-56,1770628765.2899300
0.6,-57,1770628765.3900100
0.6,-57,1770628765.4901400
0.6,-57,1770628765.5909000
0.6,-57,1770628765.69088
0.6,-57,1770628765.791550
0.6,-56,1770628765.890920
0.6,-56,1770628765.989260
0.6,-56,1770628766.0898500
0.6,-56,1770628766.190000
0.6,-56,1770628766.2900200
0.6,-56,1770628766.3899300
0.6,-56,1770628766.4909200
0.6,-56,1770628766.5900200
0.6,-56,1770628766.6903400
0.6,-57,1770628766.7909400
0.6,-57,1770628766.8909500
0.6,-57,1770628766.9918600
0.6,-56,1770628767.0920400
0.6,-56,1770628767.1919300
0.6,-56,1770628767.293350
0.6,-57,1770628767.3920800
0.6,-57,1770628767.4923300
0.6,-56,1770628767.5940100
0.6,-57,1770628767.6930900
0.6,-57,1770628767.792090
0.6,-57,1770628767.8915800
0.6,-56,1770628767.9933800
0.6,-57,1770628768.0916800
0.6,-56,1770628768.191730
0.6,-56,1770628768.2921300
0.6,-56,1770628768.3939400
0.6,-56,1770628768.4949900
0.6,-56,1770628768.595930
0.6,-56,1770628768.6951200
0.6,-56,1770628768.7956500
0.6,-56,1770628768.894050
0.6,-56,1770628768.9961300
0.6,-56,1770628769.0951700
0.6,-56,1770628769.1969000
0.6,-56,1770628769.2963400
0.6,-56,1770628769.397340
0.6,-56,1770628769.4981500
0.6,-56,1770628769.5963100
0.6,-56,1770628769.6978400
0.6,-56,1770628769.7975800
0.6,-56,1770628769.8983700
0.6,-56,1770628769.9981000
0.6,-56,1770628770.0971500
0.6,-56,1770628770.1967800
0.6,-56,1770628770.2968500
0.6,-56,1770628770.396240
0.6,-56,1770628770.4983000
0.6,-56,1770628770.5968600
0.6,-56,1770628770.6978800
0.6,-57,1770628770.797550
0.6,-56,1770628770.8990400
0.65,-56,1770628793.6502300
0.65,-56,1770628793.6503500
0.65,-57,1770628793.6504300
0.65,-57,1770628793.6505200
0.65,-56,1770628793.6507000
0.65,-56,1770628793.6508000
0.65,-57,1770628793.6509000
0.65,-56,1770628793.6510000
0.65,-56,1770628793.6511400
0.65,-56,1770628793.651240
0.65,-57,1770628793.6513400
0.65,-57,1770628793.6514300
0.65,-57,1770628793.6515400
0.65,-57,1770628793.6516500
0.65,-57,1770628793.651740
0.65,-57,1770628793.6518300
0.65,-57,1770628793.6519100
0.65,-57,1770628793.6520000
0.65,-56,1770628793.652100
0.65,-56,1770628793.6521900
0.65,-57,1770628793.6522800
0.65,-57,1770628793.652370
0.65,-57,1770628793.6524500
0.65,-57,1770628793.65253
0.65,-56,1770628793.652610
0.65,-57,1770628793.6527100
0.65,-57,1770628793.6527900
0.65,-57,1770628793.6528700
0.65,-57,1770628793.6529600
0.65,-57,1770628793.6530400
0.65,-57,1770628793.6531300
0.65,-58,1770628793.6532200
0.65,-58,1770628793.6533400
0.65,-58,1770628793.6534300
0.65,-57,1770628793.653520
0.65,-57,1770628793.6536600
0.65,-57,1770628793.6537600
0.65,-57,1770628793.6538500
0.65,-57,1770628793.654000
0.65,-57,1770628793.654110
0.65,-57,1770628793.6542000
0.65,-57,1770628793.6543000
0.65,-57,1770628793.6544000
0.65,-57,1770628793.6544900
0.65,-57,1770628793.6545900
0.65,-56,1770628793.6546800
0.65,-56,1770628793.6547800
0.65,-57,1770628793.6549200
0.65,-57,1770628793.6550100
0.65,-57,1770628793.6551100
0.65,-57,1770628793.6552100
0.65,-57,1770628793.6553100
0.65,-56,1770628793.6554100
0.65,-56,1770628793.6555100
0.65,-57,1770628793.6556000
0.65,-57,1770628793.6557000
0.65,-56,1770628793.6557900
0.65,-56,1770628793.6558700
0.65,-57,1770628793.655970
0.65,-57,1770628793.6560600
0.65,-58,1770628793.65617
0.65,-58,1770628793.6562500
0.65,-59,1770628793.656350
0.65,-57,1770628793.6566400
0.65,-56,1770628793.656770
0.65,-56,1770628793.6569400
0.65,-56,1770628793.6570300
0.65,-58,1770628793.6571200
0.65,-58,1770628793.657200
0.65,-58,1770628793.65729
0.65,-58,1770628793.6573800
0.65,-58,1770628793.6574700
0.65,-58,1770628793.6575600
0.65,-58,1770628793.6576600
0.65,-58,1770628793.6577500
0.65,-57,1770628793.6578500
0.65,-57,1770628793.657950
0.65,-58,1770628793.658030
0.65,-57,1770628793.6581200
0.65,-58,1770628793.6582000
0.65,-58,1770628793.658260
0.65,-58,1770628793.6583300
0.65,-58,1770628793.658410
0.65,-58,1770628793.6584800
0.65,-59,1770628793.6585400
0.65,-60,1770628793.6586000
0.65,-60,1770628793.6586700
0.65,-59,1770628793.6587300
0.65,-60,1770628793.6588000
0.65,-60,1770628793.658860
0.65,-60,1770628793.6589300
0.65,-60,1770628793.6589900
0.65,-60,1770628793.659060
0.65,-60,1770628793.6591200
0.65,-60,1770628793.6591800
0.65,-59,1770628793.6592500
0.65,-58,1770628793.6593100
0.65,-57,1770628793.6593800
0.65,-57,1770628793.6594400
0.65,-57,1770628793.6595000
0.65,-58,1770628793.6595700
0.65,-57,1770628793.6597800
0.65,-57,1770628793.6598400
0.65,-58,1770628793.6599100
0.65,-59,1770628793.660060
0.65,-58,1770628793.6601400
0.65,-58,1770628793.6602
0.65,-58,1770628793.6602700
0.65,-58,1770628793.6603300
0.65,-60,1770628793.6604100
0.65,-66,1770628793.6604700
0.65,-76,1770628793.6605300
0.65,-75,1770628793.6606000
0.65,-72,1770628793.6606600
0.65,-74,1770628793.660730
0.65,-72,1770628793.6607900
0.65,-71,1770628793.6608500
0.65,-67,1770628793.6609200
0.65,-66,1770628793.6609800
0.65,-66,1770628793.6610500
0.65,-66,1770628793.6611100
0.65,-70,1770628793.6611800
0.65,-74,1770628793.6612400
0.65,-71,1770628793.6613000
0.65,-67,1770628793.6613700
0.65,-64,1770628793.6614300
0.65,-64,1770628793.6615100
0.65,-65,1770628793.6615800
0.65,-66,1770628793.6616400
0.65,-71,1770628793.6617000
0.65,-74,1770628793.6617600
0.65,-73,1770628793.661830
0.65,-71,1770628793.6618900
0.65,-70,1770628793.6619800
0.65,-69,1770628793.6620500
0.65,-69,1770628793.6621100
0.65,-71,1770628793.6621700
0.65,-70,1770628793.6622300
0.65,-67,1770628793.6623000
0.65,-70,1770628793.6623600
0.65,-71,1770628793.6624300
0.65,-68,1770628793.6625000
0.65,-71,1770628793.6625700
0.65,-70,1770628793.6626300
0.65,-71,1770628793.6626900
0.65,-72,1770628793.6627600
0.65,-74,1770628793.662820
0.65,-67,1770628793.662880
0.65,-70,1770628793.6629500
0.65,-71,1770628793.6630100
0.65,-71,1770628793.663070
0.65,-69,1770628793.6631400
0.65,-66,1770628793.6632000
0.65,-63,1770628793.6632600
0.65,-63,1770628793.6633300
0.65,-62,1770628793.663390
0.65,-62,1770628793.6634500
0.65,-62,1770628793.6635200
0.65,-62,1770628793.6635800
0.65,-62,1770628793.663640
0.65,-62,1770628793.6637100
0.65,-62,1770628793.6637700
0.65,-62,1770628793.6638300
0.65,-62,1770628793.663900
0.65,-62,1770628793.6639600
0.65,-62,1770628793.6640200
0.65,-62,1770628793.6640900
0.65,-62,1770628793.6641500
0.65,-62,1770628793.664220
0.65,-61,1770628793.664280
0.65,-61,1770628793.6643400
0.65,-61,1770628793.6644100
0.65,-61,1770628793.6644800
0.65,-59,1770628793.6645400
0.65,-58,1770628793.6646000
0.65,-59,1770628793.664670
0.65,-59,1770628793.6647300
0.65,-59,1770628793.664800
0.65,-59,1770628793.66486
0.65,-59,1770628793.6649200
0.65,-59,1770628793.6649900
0.65,-59,1770628793.6650500
0.65,-59,1770628793.6651100
0.65,-58,1770628793.6651700
0.65,-58,1770628793.6652400
0.65,-58,1770628793.6653000
0.65,-58,1770628793.6653600
0.65,-58,1770628793.6654200
0.65,-59,1770628793.665490
0.65,-59,1770628793.6655500
0.65,-59,1770628793.6656200
0.65,-58,1770628793.6656800
0.65,-59,1770628793.6657400
0.65,-58,1770628793.6658000
0.65,-58,1770628793.6658700
0.65,-58,1770628793.665930
0.65,-59,1770628793.6660000
0.65,-58,1770628793.666070
0.65,-59,1770628793.6661300
0.65,-58,1770628793.6661900
0.65,-58,1770628793.6662600
0.65,-58,1770628793.6663200
0.65,-59,1770628793.6663800
0.65,-59,1770628793.6664500
0.65,-60,1770628793.6665200
0.65,-61,1770628793.6665800
0.65,-60,1770628793.6666500
0.65,-60,1770628793.6667100
0.65,-60,1770628793.6667700
0.65,-60,1770628793.6668300
0.65,-60,1770628793.6669000
0.65,-59,1770628793.6669600
0.65,-59,1770628793.6670300
0.65,-58,1770628793.66709
0.65,-58,1770628793.6671500
0.65,-58,1770628793.6672200
0.65,-58,1770628793.6672800
0.65,-58,1770628793.667350
0.65,-58,1770628793.667410
0.65,-58,1770628793.6674700
0.65,-59,1770628793.667530
0.65,-58,1770628793.6676000
0.65,-59,1770628793.667660
0.65,-58,1770628793.6677200
0.65,-58,1770628793.6677900
0.65,-58,1770628793.6678500
0.65,-58,1770628793.6679100
0.65,-59,1770628793.7014000
0.65,-59,1770628793.801290
0.65,-59,1770628793.9028900
0.65,-59,1770628794.0018900
0.65,-59,1770628794.1038700
0.65,-59,1770628794.2031500
0.65,-59,1770628794.301450
0.65,-59,1770628794.401150
0.65,-59,1770628794.502920
0.65,-59,1770628794.6011500
0.65,-59,1770628794.7016400
0.65,-59,1770628794.8013800
0.65,-59,1770628794.9020000
0.65,-59,1770628795.0010800
0.65,-59,1770628795.1027000
0.65,-59,1770628795.2021600
0.65,-59,1770628795.3017600
0.65,-59,1770628795.403970
0.65,-59,1770628795.5015300
0.65,-59,1770628795.6028900
0.65,-59,1770628795.701970
0.65,-58,1770628795.8021600
0.65,-59,1770628795.9014600
0.65,-58,1770628796.0028600
0.65,-59,1770628796.1019000
0.65,-59,1770628796.2010000
0.65,-59,1770628796.3020200
0.65,-59,1770628796.40201
0.65,-59,1770628796.5016200
0.65,-58,1770628796.6020000
0.65,-58,1770628796.7009000
0.65,-58,1770628796.8029100
0.65,-59,1770628796.9014200
0.65,-59,1770628797.0017900
0.65,-59,1770628797.1015500
0.65,-59,1770628797.2014600
0.65,-59,1770628797.301500
0.65,-59,1770628797.4010000
0.65,-59,1770628797.5028700
0.65,-59,1770628797.6018300
0.65,-59,1770628797.7010900
0.65,-59,1770628797.8018100
0.65,-59,1770628797.9019800
0.65,-59,1770628798.0020800
0.65,-59,1770628798.1013300
0.65,-59,1770628798.2018100
0.65,-59,1770628798.3020000
0.65,-59,1770628798.4018800
0.65,-58,1770628798.502250
0.65,-59,1770628798.6010700
0.65,-58,1770628798.7019500
0.65,-59,1770628798.8018500
0.65,-59,1770628798.9029100
0.65,-59,1770628799.0019400
0.65,-59,1770628799.10109
0.65,-59,1770628799.2011000
0.65,-59,1770628799.3010600
0.65,-59,1770628799.4020600
0.65,-59,1770628799.5023600
0.65,-59,1770628799.6011300
0.65,-59,1770628799.701410
0.65,-59,1770628799.8005000
0.65,-59,1770628799.9010700
0.65,-59,1770628800.0029100
0.65,-59,1770628800.1011300
0.65,-59,1770628800.2019700
0.65,-59,1770628800.301630
0.65,-59,1770628800.4029100
0.65,-59,1770628800.5012400
0.65,-59,1770628800.6029100
0.65,-59,1770628800.7020200
0.65,-59,1770628800.8026500
0.65,-59,1770628800.9018900
0.65,-59,1770628801.001790
0.65,-59,1770628801.1010500
0.65,-59,1770628801.2015900
0.65,-59,1770628801.3026500
0.65,-59,1770628801.4021500
0.65,-59,1770628801.5028900
0.65,-59,1770628801.6029800
0.65,-59,1770628801.7024300
0.65,-59,1770628801.8026800
0.65,-59,1770628801.9032700
0.65,-59,1770628802.0030500
0.65,-59,1770628802.104460
0.65,-59,1770628802.202730
0.65,-59,1770628802.3040300
0.65,-59,1770628802.4035300
0.65,-59,1770628802.5027800
0.65,-59,1770628802.603900
0.65,-59,1770628802.7037400
0.65,-59,1770628802.8033900
0.65,-59,1770628802.904620
0.65,-59,1770628803.0050100
0.65,-59,1770628803.1039500
0.65,-59,1770628803.203860
0.65,-59,1770628803.3034
0.65,-59,1770628803.403070
0.65,-59,1770628803.503140
0.65,-59,1770628803.6028100
0.65,-59,1770628803.7039700
0.65,-59,1770628803.8044800
0.65,-59,1770628803.903100
0.65,-59,1770628804.0038200
0.65,-59,1770628804.1046500
0.65,-59,1770628804.2047600
0.65,-59,1770628804.3046900
0.65,-59,1770628804.4056300
0.65,-59,1770628804.5049900
0.65,-59,1770628804.605340
0.65,-59,1770628804.705690
0.65,-59,1770628804.805030
0.65,-59,1770628804.9067300
0.65,-59,1770628805.0071000
0.65,-59,1770628805.1069100
0.65,-59,1770628805.2101200
0.65,-59,1770628805.3064600
0.65,-59,1770628805.4065500
0.65,-59,1770628805.507520
0.65,-59,1770628805.6058600
0.65,-59,1770628805.7062800
0.65,-59,1770628805.8061200
0.65,-59,1770628805.9061000
0.65,-59,1770628806.0061500
0.65,-59,1770628806.106040
0.65,-59,1770628806.2063800
0.65,-59,1770628806.3059300
0.65,-59,1770628806.408250
0.65,-59,1770628806.5060100
0.65,-59,1770628806.6073500
0.65,-59,1770628806.7067300
0.65,-59,1770628806.8069300
0.65,-59,1770628806.906440
0.65,-59,1770628807.0080600
0.65,-59,1770628807.1069000
0.65,-59,1770628807.2089700
0.65,-59,1770628807.3069100
0.65,-59,1770628807.407890
0.65,-59,1770628807.5078800
0.65,-59,1770628807.6069600
0.65,-59,1770628807.7075700
0.65,-59,1770628807.8077000
0.65,-59,1770628807.9087800
0.65,-59,1770628808.007970
0.65,-59,1770628808.1098200
0.65,-59,1770628808.207970
0.65,-59,1770628808.3094700
0.65,-59,1770628808.409810
0.65,-59,1770628808.5099100
0.65,-59,1770628808.6089700
0.65,-59,1770628808.7092200
0.65,-59,1770628808.8099000
0.65,-59,1770628808.9087800
0.65,-59,1770628809.010200
0.65,-59,1770628809.110820
0.65,-59,1770628809.2121300
0.65,-59,1770628809.3095200
0.65,-59,1770628809.4090200
0.65,-59,1770628809.5088200
0.65,-59,1770628809.610400
0.65,-59,1770628809.7089000
0.65,-59,1770628809.8100200
0.65,-59,1770628809.9103400
0.65,-59,1770628810.0099000
0.65,-59,1770628810.1118800
0.65,-59,1770628810.2117900
0.65,-59,1770628810.312260
0.65,-59,1770628810.4112000
0.65,-59,1770628810.5118100
0.65,-59,1770628810.611080
0.65,-59,1770628810.7128300
0.65,-59,1770628810.8123900
0.65,-59,1770628810.9140300
0.65,-59,1770628811.0129500
0.65,-59,1770628811.1138200
0.65,-59,1770628811.2128800
0.65,-59,1770628811.3132100
0.65,-59,1770628811.4124700
0.65,-59,1770628811.5131700
0.65,-59,1770628811.6131800
0.65,-59,1770628811.7128600
0.65,-59,1770628811.8119200
0.65,-59,1770628811.9129300
0.65,-59,1770628812.0119100
0.65,-59,1770628812.1140800
0.65,-59,1770628812.2128300
0.65,-59,1770628812.3132600
0.65,-59,1770628812.4120400
0.65,-59,1770628812.5138100
0.65,-59,1770628812.612990
0.65,-59,1770628812.713760
0.65,-59,1770628812.8128300
0.65,-59,1770628812.9118800
0.65,-59,1770628813.0126700
0.65,-59,1770628813.1118700
0.65,-59,1770628813.21249
0.65,-59,1770628813.3127800
0.65,-59,1770628813.412790
0.65,-59,1770628813.5127000
0.65,-59,1770628813.6130300
0.65,-59,1770628813.7135700
0.65,-59,1770628813.8139300
0.65,-59,1770628813.9148300
0.65,-59,1770628814.0137700
0.65,-59,1770628814.114410
0.65,-59,1770628814.2139800
0.65,-59,1770628814.314740
0.65,-59,1770628814.4143800
0.65,-59,1770628814.5144400
0.65,-59,1770628814.6154400
0.65,-59,1770628814.7159800
0.65,-59,1770628814.8162400
0.65,-59,1770628814.91649
0.65,-59,1770628815.0179400
0.65,-59,1770628815.1189000
0.65,-59,1770628815.218160
0.65,-59,1770628815.3172200
0.65,-59,1770628815.4185100
0.65,-59,1770628815.5178000
0.65,-59,1770628815.6185200
0.65,-59,1770628815.7170700
0.65,-59,1770628815.8182600
0.65,-59,1770628815.9181500
0.65,-59,1770628816.0199600
0.65,-59,1770628816.118190
0.65,-59,1770628816.219000
0.65,-59,1770628816.319570
0.65,-59,1770628816.4208400
0.65,-59,1770628816.5201200
0.65,-59,1770628816.6181200
0.65,-59,1770628816.7189300
0.65,-59,1770628816.8187200
0.65,-59,1770628816.9208800
0.65,-59,1770628817.0190200
0.65,-59,1770628817.1191000
0.65,-59,1770628817.2185900
0.65,-59,1770628817.3198400
0.65,-59,1770628817.4212200
0.65,-59,1770628817.5209400
0.65,-59,1770628817.6190700
0.65,-59,1770628817.7198100
0.65,-59,1770628817.819630
0.65,-59,1770628817.9192700
0.65,-59,1770628818.0193200
0.65,-59,1770628818.1199600
0.65,-59,1770628818.2208700
0.65,-59,1770628818.3208800
0.65,-59,1770628818.420530
0.65,-59,1770628818.5190100
0.65,-59,1770628818.6208100
0.65,-59,1770628818.7207500
0.65,-59,1770628818.8204100
0.65,-59,1770628818.9208200
0.65,-59,1770628819.0203000
0.65,-59,1770628819.1207900
0.65,-59,1770628819.2200100
0.65,-59,1770628819.3206200
0.65,-59,1770628819.4201400
0.65,-59,1770628819.5199400
0.65,-59,1770628819.6210700
0.65,-59,1770628819.7201400
0.65,-59,1770628819.8217100
0.65,-59,1770628819.9197100
0.65,-59,1770628820.0210200
0.65,-59,1770628820.120900
0.65,-59,1770628820.221660
0.65,-59,1770628820.3209600
0.65,-59,1770628820.4209600
0.65,-59,1770628820.5211000
0.65,-59,1770628820.6214100
0.65,-59,1770628820.7211200
0.65,-59,1770628820.8213000
0.65,-59,1770628820.9215500
0.7,-59,1770628834.4788700
0.7,-59,1770628834.4789700
0.7,-59,1770628834.4790800
0.7,-59,1770628834.4791700
0.7,-59,1770628834.4792500
0.7,-59,1770628834.4793400
0.7,-59,1770628834.479430
0.7,-59,1770628834.4795100
0.7,-59,1770628834.4796000
0.7,-59,1770628834.47968
0.7,-59,1770628834.4797700
0.7,-59,1770628834.4798500
0.7,-59,1770628834.4799400
0.7,-59,1770628834.4800200
0.7,-59,1770628834.480110
0.7,-59,1770628834.4801900
0.7,-59,1770628834.48028
0.7,-59,1770628834.4803600
0.7,-59,1770628834.480450
0.7,-58,1770628834.4805400
0.7,-59,1770628834.480620
0.7,-59,1770628834.48079
0.7,-59,1770628834.4808800
0.7,-59,1770628834.480960
0.7,-59,1770628834.4810500
0.7,-59,1770628834.4811400
0.7,-59,1770628834.4812300
0.7,-59,1770628834.481310
0.7,-59,1770628834.4813900
0.7,-59,1770628834.4814800
0.7,-59,1770628834.4815600
0.7,-59,1770628834.4816500
0.7,-59,1770628834.4818400
0.7,-59,1770628834.4819400
0.7,-59,1770628834.4820300
0.7,-59,1770628834.4821700
0.7,-59,1770628834.482260
0.7,-59,1770628834.482350
0.7,-59,1770628834.4824400
0.7,-59,1770628834.4825200
0.7,-59,1770628834.4826100
